카테고리,유통채널,광역시도,월코드,소매_매출액_원,KG_유치원,KG_초등학교,KG_중학교_녀,KG_중학교_남,KG_중학교_남녀공학,KG_고등학교_녀,KG_고등학교_남,KG_고등학교_남녀공학,원_유치원,원_초등학교,원_중학교_녀,원_중학교_남,원_중학교_남녀공학,원_고등학교_녀,원_고등학교_남,원_고등학교_남녀공학
찹쌀,편의점,경기도,M202401,6772548,,2,,,,,,322,,10818,,,,,,1741698
찹쌀,체인슈퍼,경기도,M202401,222590659,,2,,,,,,322,,10818,,,,,,1741698
찹쌀,대형마트,경기도,M202401,740219427,,2,,,,,,322,,10818,,,,,,1741698
찹쌀,일반슈퍼,경기도,M202401,262990089,,2,,,,,,322,,10818,,,,,,1741698
찹쌀,식자재마트,경기도,M202401,429418520,,2,,,,,,322,,10818,,,,,,1741698
찹쌀,식자재마트,대구광역시,M202401,40000272,177.05,11000.24,,,18,,92,72,943854,58642279,,,95958,,490452,383832
찹쌀,대형마트,대구광역시,M202401,120044566,177.05,11000.24,,,18,,92,72,943854,58642279,,,95958,,490452,383832
찹쌀,체인슈퍼,대구광역시,M202401,27153741,177.05,11000.24,,,18,,92,72,943854,58642279,,,95958,,490452,383832
찹쌀,일반슈퍼,대구광역시,M202401,50158102,177.05,11000.24,,,18,,92,72,943854,58642279,,,95958,,490452,383832
찹쌀,식자재마트,부산광역시,M202401,65028799,77.35,8219.83,51.5,,102,,347.6,278,341500,36290527,227373,,450330,,1534654,1227370
찹쌀,일반슈퍼,부산광역시,M202401,186192239,77.35,8219.83,51.5,,102,,347.6,278,341500,36290527,227373,,450330,,1534654,1227370
찹쌀,대형마트,부산광역시,M202401,223795804,77.35,8219.83,51.5,,102,,347.6,278,341500,36290527,227373,,450330,,1534654,1227370
찹쌀,체인슈퍼,부산광역시,M202401,112703195,77.35,8219.83,51.5,,102,,347.6,278,341500,36290527,227373,,450330,,1534654,1227370
찹쌀,식자재마트,울산광역시,M202401,13550173,10,947.2,84,,,,,,44150,4181888,370860,,,,,
찹쌀,대형마트,울산광역시,M202401,88694352,10,947.2,84,,,,,,44150,4181888,370860,,,,,
찹쌀,일반슈퍼,울산광역시,M202401,23605385,10,947.2,84,,,,,,44150,4181888,370860,,,,,
찹쌀,체인슈퍼,울산광역시,M202401,4970529,10,947.2,84,,,,,,44150,4181888,370860,,,,,
찹쌀,일반슈퍼,인천광역시,M202401,69350485,223,6301.42,615.56,226.62,1520.7,716.4,605,525.5,1188813,33592870,3281550,1208134,8106852,3819128,3225255,2801441
찹쌀,대형마트,인천광역시,M202401,125342610,223,6301.42,615.56,226.62,1520.7,716.4,605,525.5,1188813,33592870,3281550,1208134,8106852,3819128,3225255,2801441
찹쌀,식자재마트,인천광역시,M202401,59691560,223,6301.42,615.56,226.62,1520.7,716.4,605,525.5,1188813,33592870,3281550,1208134,8106852,3819128,3225255,2801441
찹쌀,체인슈퍼,인천광역시,M202401,35053308,223,6301.42,615.56,226.62,1520.7,716.4,605,525.5,1188813,33592870,3281550,1208134,8106852,3819128,3225255,2801441
찹쌀,편의점,인천광역시,M202401,402384,223,6301.42,615.56,226.62,1520.7,716.4,605,525.5,1188813,33592870,3281550,1208134,8106852,3819128,3225255,2801441
찹쌀,대형마트,경상남도,M202402,246710850,446.08,7429.23,554.1,1312.17,3425.4,902.33,1373.8,4163.79,2810304,46804118,3490830,8266658,21580020,5684679,8654940,26231877
찹쌀,식자재마트,경상남도,M202402,95287683,446.08,7429.23,554.1,1312.17,3425.4,902.33,1373.8,4163.79,2810304,46804118,3490830,8266658,21580020,5684679,8654940,26231877
찹쌀,체인슈퍼,경상남도,M202402,47558014,446.08,7429.23,554.1,1312.17,3425.4,902.33,1373.8,4163.79,2810304,46804118,3490830,8266658,21580020,5684679,8654940,26231877
찹쌀,일반슈퍼,경상남도,M202402,174487406,446.08,7429.23,554.1,1312.17,3425.4,902.33,1373.8,4163.79,2810304,46804118,3490830,8266658,21580020,5684679,8654940,26231877
찹쌀,체인슈퍼,경상북도,M202402,22892125,69.45,4496.57,532.89,242.32,1345.46,1181.52,1009.12,3486.77,394754,25558504,3028947,1377347,7647606,6715760,5735838,19818801
찹쌀,식자재마트,경상북도,M202402,93338390,69.45,4496.57,532.89,242.32,1345.46,1181.52,1009.12,3486.77,394754,25558504,3028947,1377347,7647606,6715760,5735838,19818801
찹쌀,대형마트,경상북도,M202402,150809184,69.45,4496.57,532.89,242.32,1345.46,1181.52,1009.12,3486.77,394754,25558504,3028947,1377347,7647606,6715760,5735838,19818801
찹쌀,일반슈퍼,경상북도,M202402,142369270,69.45,4496.57,532.89,242.32,1345.46,1181.52,1009.12,3486.77,394754,25558504,3028947,1377347,7647606,6715760,5735838,19818801
찹쌀,일반슈퍼,광주광역시,M202402,50542781,218.56,2133.24,72.52,57,1387.16,1172.8,1132.8,873.11,1038816,10139285,344688,270921,6593171,5574318,5384198,4149892
찹쌀,대형마트,광주광역시,M202402,49703236,218.56,2133.24,72.52,57,1387.16,1172.8,1132.8,873.11,1038816,10139285,344688,270921,6593171,5574318,5384198,4149892
찹쌀,식자재마트,광주광역시,M202402,47893758,218.56,2133.24,72.52,57,1387.16,1172.8,1132.8,873.11,1038816,10139285,344688,270921,6593171,5574318,5384198,4149892
찹쌀,체인슈퍼,광주광역시,M202402,8393784,218.56,2133.24,72.52,57,1387.16,1172.8,1132.8,873.11,1038816,10139285,344688,270921,6593171,5574318,5384198,4149892
찹쌀,체인슈퍼,충청남도,M202402,17377728,,189,,,34,741,213,242.6,,1190700,,,214200,4668300,1341900,1528380
찹쌀,대형마트,충청남도,M202402,79827695,,189,,,34,741,213,242.6,,1190700,,,214200,4668300,1341900,1528380
찹쌀,식자재마트,충청남도,M202402,77375852,,189,,,34,741,213,242.6,,1190700,,,214200,4668300,1341900,1528380
찹쌀,일반슈퍼,충청남도,M202402,127164414,,189,,,34,741,213,242.6,,1190700,,,214200,4668300,1341900,1528380
찹쌀,체인슈퍼,경기도,M202403,141251358,125.7,12421.47,577.2,264.6,15957.65,2111.85,1191.58,35719.71,798069,78863913,3664643,1679945,101315120,13408136,7565341,226784439
찹쌀,식자재마트,경기도,M202403,496806163,125.7,12421.47,577.2,264.6,15957.65,2111.85,1191.58,35719.71,798069,78863913,3664643,1679945,101315120,13408136,7565341,226784439
찹쌀,일반슈퍼,경기도,M202403,323845705,125.7,12421.47,577.2,264.6,15957.65,2111.85,1191.58,35719.71,798069,78863913,3664643,1679945,101315120,13408136,7565341,226784439
찹쌀,대형마트,경기도,M202403,697206681,125.7,12421.47,577.2,264.6,15957.65,2111.85,1191.58,35719.71,798069,78863913,3664643,1679945,101315120,13408136,7565341,226784439
찹쌀,식자재마트,대구광역시,M202403,51538248,793,29460.41,352.08,463.85,11827.39,2372.95,3878.7,7561.86,4699348,174582413,2086426,2748775,70089113,14062102,22985176,44811582
찹쌀,체인슈퍼,대구광역시,M202403,19234094,793,29460.41,352.08,463.85,11827.39,2372.95,3878.7,7561.86,4699348,174582413,2086426,2748775,70089113,14062102,22985176,44811582
찹쌀,대형마트,대구광역시,M202403,163075611,793,29460.41,352.08,463.85,11827.39,2372.95,3878.7,7561.86,4699348,174582413,2086426,2748775,70089113,14062102,22985176,44811582
찹쌀,일반슈퍼,대구광역시,M202403,67380951,793,29460.41,352.08,463.85,11827.39,2372.95,3878.7,7561.86,4699348,174582413,2086426,2748775,70089113,14062102,22985176,44811582
찹쌀,일반슈퍼,부산광역시,M202403,229756596,69.8,19156.78,4072.4,3208.3,12380.69,5997.19,7656.35,13032.4,334202,91722687,19498651,15361340,59278744,28714546,36658613,62399131
찹쌀,식자재마트,부산광역시,M202403,82938056,69.8,19156.78,4072.4,3208.3,12380.69,5997.19,7656.35,13032.4,334202,91722687,19498651,15361340,59278744,28714546,36658613,62399131
찹쌀,체인슈퍼,부산광역시,M202403,72731314,69.8,19156.78,4072.4,3208.3,12380.69,5997.19,7656.35,13032.4,334202,91722687,19498651,15361340,59278744,28714546,36658613,62399131
찹쌀,대형마트,부산광역시,M202403,243975046,69.8,19156.78,4072.4,3208.3,12380.69,5997.19,7656.35,13032.4,334202,91722687,19498651,15361340,59278744,28714546,36658613,62399131
찹쌀,대형마트,울산광역시,M202403,101226734,67.25,3602.48,243,230.8,3463.72,146,327.3,3622.4,321993,17248674,1163484,1105070,16584291,699048,1567112,17344051
찹쌀,체인슈퍼,울산광역시,M202403,1152715,67.25,3602.48,243,230.8,3463.72,146,327.3,3622.4,321993,17248674,1163484,1105070,16584291,699048,1567112,17344051
찹쌀,식자재마트,울산광역시,M202403,14935426,67.25,3602.48,243,230.8,3463.72,146,327.3,3622.4,321993,17248674,1163484,1105070,16584291,699048,1567112,17344051
찹쌀,일반슈퍼,울산광역시,M202403,31015568,67.25,3602.48,243,230.8,3463.72,146,327.3,3622.4,321993,17248674,1163484,1105070,16584291,699048,1567112,17344051
찹쌀,일반슈퍼,인천광역시,M202403,82452995,,3642.1,3,14,1928.2,166.9,707,939.1,,21451969,17670,82460,11357098,983041,4164230,5531299
찹쌀,식자재마트,인천광역시,M202403,84190373,,3642.1,3,14,1928.2,166.9,707,939.1,,21451969,17670,82460,11357098,983041,4164230,5531299
찹쌀,체인슈퍼,인천광역시,M202403,29281043,,3642.1,3,14,1928.2,166.9,707,939.1,,21451969,17670,82460,11357098,983041,4164230,5531299
찹쌀,대형마트,인천광역시,M202403,132856270,,3642.1,3,14,1928.2,166.9,707,939.1,,21451969,17670,82460,11357098,983041,4164230,5531299
찹쌀,식자재마트,경상북도,M202404,65526151,78.4,4143.37,404,284.5,791.14,1466.88,1629.98,1449.76,509130,26907045,2623576,1847543,5137663,9525919,10585090,9414741
찹쌀,대형마트,경상북도,M202404,88119967,78.4,4143.37,404,284.5,791.14,1466.88,1629.98,1449.76,509130,26907045,2623576,1847543,5137663,9525919,10585090,9414741
찹쌀,체인슈퍼,경상북도,M202404,19578648,78.4,4143.37,404,284.5,791.14,1466.88,1629.98,1449.76,509130,26907045,2623576,1847543,5137663,9525919,10585090,9414741
찹쌀,일반슈퍼,경상북도,M202404,105829295,78.4,4143.37,404,284.5,791.14,1466.88,1629.98,1449.76,509130,26907045,2623576,1847543,5137663,9525919,10585090,9414741
찹쌀,체인슈퍼,광주광역시,M202404,6511176,245.12,2251.75,62.72,34,1068.27,860.63,835,1375.47,1211873,11132652,310088,168096,5281527,4254955,4128240,6800324
찹쌀,식자재마트,광주광역시,M202404,24113454,245.12,2251.75,62.72,34,1068.27,860.63,835,1375.47,1211873,11132652,310088,168096,5281527,4254955,4128240,6800324
찹쌀,대형마트,광주광역시,M202404,53633082,245.12,2251.75,62.72,34,1068.27,860.63,835,1375.47,1211873,11132652,310088,168096,5281527,4254955,4128240,6800324
찹쌀,일반슈퍼,광주광역시,M202404,34982683,245.12,2251.75,62.72,34,1068.27,860.63,835,1375.47,1211873,11132652,310088,168096,5281527,4254955,4128240,6800324
찹쌀,식자재마트,충청남도,M202404,69073626,,706.2,,,3,649,920,221.6,,4449060,,,18900,4088700,5796000,1396080
찹쌀,대형마트,충청남도,M202404,52255395,,706.2,,,3,649,920,221.6,,4449060,,,18900,4088700,5796000,1396080
찹쌀,체인슈퍼,충청남도,M202404,10790765,,706.2,,,3,649,920,221.6,,4449060,,,18900,4088700,5796000,1396080
찹쌀,일반슈퍼,충청남도,M202404,88822936,,706.2,,,3,649,920,221.6,,4449060,,,18900,4088700,5796000,1396080
찹쌀,대형마트,충청북도,M202404,50713517,16,2753.61,154.7,308.5,1266,278.68,162.56,1670,100800,17347743,974610,1943550,7975800,1755684,1024128,10521000
찹쌀,일반슈퍼,충청북도,M202404,65431338,16,2753.61,154.7,308.5,1266,278.68,162.56,1670,100800,17347743,974610,1943550,7975800,1755684,1024128,10521000
찹쌀,식자재마트,충청북도,M202404,22689537,16,2753.61,154.7,308.5,1266,278.68,162.56,1670,100800,17347743,974610,1943550,7975800,1755684,1024128,10521000
찹쌀,체인슈퍼,충청북도,M202404,6363311,16,2753.61,154.7,308.5,1266,278.68,162.56,1670,100800,17347743,974610,1943550,7975800,1755684,1024128,10521000
찹쌀,체인슈퍼,대전광역시,M202405,16783757,65,8782.45,717.2,478.04,5732.6,1506.68,1810.38,3132.52,316030,42700262,3487026,2324230,27871901,7325478,8802068,15230312
찹쌀,대형마트,대전광역시,M202405,52556797,65,8782.45,717.2,478.04,5732.6,1506.68,1810.38,3132.52,316030,42700262,3487026,2324230,27871901,7325478,8802068,15230312
찹쌀,일반슈퍼,대전광역시,M202405,45432606,65,8782.45,717.2,478.04,5732.6,1506.68,1810.38,3132.52,316030,42700262,3487026,2324230,27871901,7325478,8802068,15230312
찹쌀,식자재마트,대전광역시,M202405,24198347,65,8782.45,717.2,478.04,5732.6,1506.68,1810.38,3132.52,316030,42700262,3487026,2324230,27871901,7325478,8802068,15230312
찹쌀,일반슈퍼,전라남도,M202405,69698999,23,3047.91,142.88,9,1558.5,914.25,955.3,2365.81,144900,19201820,900144,56700,9818550,5759775,6018390,14904578
찹쌀,대형마트,전라남도,M202405,38113864,23,3047.91,142.88,9,1558.5,914.25,955.3,2365.81,144900,19201820,900144,56700,9818550,5759775,6018390,14904578
찹쌀,체인슈퍼,전라남도,M202405,4025393,23,3047.91,142.88,9,1558.5,914.25,955.3,2365.81,144900,19201820,900144,56700,9818550,5759775,6018390,14904578
찹쌀,식자재마트,전라남도,M202405,40130007,23,3047.91,142.88,9,1558.5,914.25,955.3,2365.81,144900,19201820,900144,56700,9818550,5759775,6018390,14904578
찹쌀,식자재마트,전라북도,M202405,24610392,32.08,1581.47,8.1,,840.8,646.86,437.4,611.29,202104,9963286,51030,,5297056,4075199,2755620,3851140
찹쌀,대형마트,전라북도,M202405,44903698,32.08,1581.47,8.1,,840.8,646.86,437.4,611.29,202104,9963286,51030,,5297056,4075199,2755620,3851140
찹쌀,일반슈퍼,전라북도,M202405,52829943,32.08,1581.47,8.1,,840.8,646.86,437.4,611.29,202104,9963286,51030,,5297056,4075199,2755620,3851140
찹쌀,체인슈퍼,전라북도,M202405,5450789,32.08,1581.47,8.1,,840.8,646.86,437.4,611.29,202104,9963286,51030,,5297056,4075199,2755620,3851140
찹쌀,대형마트,제주특별자치도,M202405,28060621,,173.44,164,,231,142,89.2,183.9,,843265,797368,,1123122,690404,433690,894122
찹쌀,일반슈퍼,제주특별자치도,M202405,24381527,,173.44,164,,231,142,89.2,183.9,,843265,797368,,1123122,690404,433690,894122
찹쌀,식자재마트,제주특별자치도,M202405,12102395,,173.44,164,,231,142,89.2,183.9,,843265,797368,,1123122,690404,433690,894122
찹쌀,대형마트,경기도,M202406,513085750,348.5,17243.17,674.2,411.1,15653.46,1963.9,2164.2,39434.59,2294176,113511788,4438259,2706271,103046727,12928354,14246929,259597906
찹쌀,체인슈퍼,경기도,M202406,128053305,348.5,17243.17,674.2,411.1,15653.46,1963.9,2164.2,39434.59,2294176,113511788,4438259,2706271,103046727,12928354,14246929,259597906
찹쌀,일반슈퍼,경기도,M202406,365615313,348.5,17243.17,674.2,411.1,15653.46,1963.9,2164.2,39434.59,2294176,113511788,4438259,2706271,103046727,12928354,14246929,259597906
찹쌀,식자재마트,경기도,M202406,494157036,348.5,17243.17,674.2,411.1,15653.46,1963.9,2164.2,39434.59,2294176,113511788,4438259,2706271,103046727,12928354,14246929,259597906
찹쌀,일반슈퍼,대구광역시,M202406,73462668,611.35,25242.54,132.2,198,9073.41,1551,2686.25,4310.2,3689467,152338729,797827,1194930,54758029,9360285,16211519,26012057
찹쌀,체인슈퍼,대구광역시,M202406,17421985,611.35,25242.54,132.2,198,9073.41,1551,2686.25,4310.2,3689467,152338729,797827,1194930,54758029,9360285,16211519,26012057
찹쌀,대형마트,대구광역시,M202406,121955016,611.35,25242.54,132.2,198,9073.41,1551,2686.25,4310.2,3689467,152338729,797827,1194930,54758029,9360285,16211519,26012057
찹쌀,식자재마트,대구광역시,M202406,66279075,611.35,25242.54,132.2,198,9073.41,1551,2686.25,4310.2,3689467,152338729,797827,1194930,54758029,9360285,16211519,26012057
찹쌀,대형마트,부산광역시,M202406,210771034,34.9,15237.68,3185.8,3204.44,9143.85,4522.97,5524.76,11457.06,172336,75243664,15731480,15823525,45152331,22334426,27281240,56574980
찹쌀,식자재마트,부산광역시,M202406,86389220,34.9,15237.68,3185.8,3204.44,9143.85,4522.97,5524.76,11457.06,172336,75243664,15731480,15823525,45152331,22334426,27281240,56574980
찹쌀,일반슈퍼,부산광역시,M202406,257589320,34.9,15237.68,3185.8,3204.44,9143.85,4522.97,5524.76,11457.06,172336,75243664,15731480,15823525,45152331,22334426,27281240,56574980
찹쌀,체인슈퍼,부산광역시,M202406,55648403,34.9,15237.68,3185.8,3204.44,9143.85,4522.97,5524.76,11457.06,172336,75243664,15731480,15823525,45152331,22334426,27281240,56574980
찹쌀,대형마트,울산광역시,M202406,88143214,527,2746,281.95,224,4024,121,467.9,3072.42,2602326,13559748,1392269,1106112,19870512,597498,2310490,15171610
찹쌀,일반슈퍼,울산광역시,M202406,34046127,527,2746,281.95,224,4024,121,467.9,3072.42,2602326,13559748,1392269,1106112,19870512,597498,2310490,15171610
찹쌀,식자재마트,울산광역시,M202406,18084162,527,2746,281.95,224,4024,121,467.9,3072.42,2602326,13559748,1392269,1106112,19870512,597498,2310490,15171610
찹쌀,체인슈퍼,울산광역시,M202406,956910,527,2746,281.95,224,4024,121,467.9,3072.42,2602326,13559748,1392269,1106112,19870512,597498,2310490,15171610
찹쌀,체인슈퍼,인천광역시,M202406,20711083,401.52,19411.72,983.1,875.9,8981.1,3107.24,3515.75,5152.37,2423173,117149737,5933009,5286057,54200939,18752193,21217551,31094553
찹쌀,일반슈퍼,인천광역시,M202406,84647731,401.52,19411.72,983.1,875.9,8981.1,3107.24,3515.75,5152.37,2423173,117149737,5933009,5286057,54200939,18752193,21217551,31094553
찹쌀,대형마트,인천광역시,M202406,89111309,401.52,19411.72,983.1,875.9,8981.1,3107.24,3515.75,5152.37,2423173,117149737,5933009,5286057,54200939,18752193,21217551,31094553
찹쌀,식자재마트,인천광역시,M202406,78666890,401.52,19411.72,983.1,875.9,8981.1,3107.24,3515.75,5152.37,2423173,117149737,5933009,5286057,54200939,18752193,21217551,31094553
찹쌀,체인슈퍼,대전광역시,M202407,24627728,,954.56,94,,318.7,81.36,779.68,1370.25,,4549433,448004,,1518924,387762,3715955,6530612
찹쌀,대형마트,대전광역시,M202407,93774617,,954.56,94,,318.7,81.36,779.68,1370.25,,4549433,448004,,1518924,387762,3715955,6530612
찹쌀,일반슈퍼,대전광역시,M202407,61051383,,954.56,94,,318.7,81.36,779.68,1370.25,,4549433,448004,,1518924,387762,3715955,6530612
찹쌀,식자재마트,대전광역시,M202407,32894093,,954.56,94,,318.7,81.36,779.68,1370.25,,4549433,448004,,1518924,387762,3715955,6530612
찹쌀,체인슈퍼,전라남도,M202407,5873354,171,955.44,69,,323.2,364.8,302,1471.3,1077300,6019297,434700,,2036160,2298240,1902600,9269190
찹쌀,대형마트,전라남도,M202407,69103161,171,955.44,69,,323.2,364.8,302,1471.3,1077300,6019297,434700,,2036160,2298240,1902600,9269190
찹쌀,일반슈퍼,전라남도,M202407,98985494,171,955.44,69,,323.2,364.8,302,1471.3,1077300,6019297,434700,,2036160,2298240,1902600,9269190
찹쌀,식자재마트,전라남도,M202407,35656019,171,955.44,69,,323.2,364.8,302,1471.3,1077300,6019297,434700,,2036160,2298240,1902600,9269190
찹쌀,체인슈퍼,전라북도,M202407,12407184,33.4,56,,,74.7,359.08,419.85,323.85,210420,352800,,,470610,2262191,2645024,2040268
찹쌀,일반슈퍼,전라북도,M202407,80316530,33.4,56,,,74.7,359.08,419.85,323.85,210420,352800,,,470610,2262191,2645024,2040268
찹쌀,대형마트,전라북도,M202407,75497571,33.4,56,,,74.7,359.08,419.85,323.85,210420,352800,,,470610,2262191,2645024,2040268
찹쌀,식자재마트,전라북도,M202407,30941574,33.4,56,,,74.7,359.08,419.85,323.85,210420,352800,,,470610,2262191,2645024,2040268
찹쌀,대형마트,제주특별자치도,M202407,27879139,,,33,,,1790.5,40.32,163.8,,,157278,,,8533523,192165,780671
찹쌀,일반슈퍼,제주특별자치도,M202407,18385360,,,33,,,1790.5,40.32,163.8,,,157278,,,8533523,192165,780671
찹쌀,식자재마트,제주특별자치도,M202407,14946431,,,33,,,1790.5,40.32,163.8,,,157278,,,8533523,192165,780671
찹쌀,일반슈퍼,경상남도,M202408,238384240,257.61,6424.77,541.1,840.5,2517.96,1493.1,1166.8,3988.64,1622943,40476051,3408930,5295150,15863153,9406530,7350840,25128432
찹쌀,편의점,경상남도,M202408,402384,257.61,6424.77,541.1,840.5,2517.96,1493.1,1166.8,3988.64,1622943,40476051,3408930,5295150,15863153,9406530,7350840,25128432
찹쌀,대형마트,경상남도,M202408,210656991,257.61,6424.77,541.1,840.5,2517.96,1493.1,1166.8,3988.64,1622943,40476051,3408930,5295150,15863153,9406530,7350840,25128432
찹쌀,식자재마트,경상남도,M202408,95484319,257.61,6424.77,541.1,840.5,2517.96,1493.1,1166.8,3988.64,1622943,40476051,3408930,5295150,15863153,9406530,7350840,25128432
찹쌀,체인슈퍼,경상남도,M202408,24719262,257.61,6424.77,541.1,840.5,2517.96,1493.1,1166.8,3988.64,1622943,40476051,3408930,5295150,15863153,9406530,7350840,25128432
찹쌀,식자재마트,강원특별자치도,M202409,33608544,93.1,2995.96,,7,358.6,59.4,153.05,543.46,443156,14260770,,33320,1706936,282744,728518,2586870
찹쌀,대형마트,강원특별자치도,M202409,130710160,93.1,2995.96,,7,358.6,59.4,153.05,543.46,443156,14260770,,33320,1706936,282744,728518,2586870
찹쌀,일반슈퍼,강원특별자치도,M202409,115902842,93.1,2995.96,,7,358.6,59.4,153.05,543.46,443156,14260770,,33320,1706936,282744,728518,2586870
찹쌀,체인슈퍼,강원특별자치도,M202409,17768648,93.1,2995.96,,7,358.6,59.4,153.05,543.46,443156,14260770,,33320,1706936,282744,728518,2586870
찹쌀,체인슈퍼,경상북도,M202409,19259853,160.37,3465.8,323.1,200.8,976,954.6,1338.08,1585.13,1080092,23342176,2176079,1352388,6573360,6429231,9011969,10675851
찹쌀,일반슈퍼,경상북도,M202409,127463887,160.37,3465.8,323.1,200.8,976,954.6,1338.08,1585.13,1080092,23342176,2176079,1352388,6573360,6429231,9011969,10675851
찹쌀,대형마트,경상북도,M202409,126694491,160.37,3465.8,323.1,200.8,976,954.6,1338.08,1585.13,1080092,23342176,2176079,1352388,6573360,6429231,9011969,10675851
찹쌀,식자재마트,경상북도,M202409,86806671,160.37,3465.8,323.1,200.8,976,954.6,1338.08,1585.13,1080092,23342176,2176079,1352388,6573360,6429231,9011969,10675851
찹쌀,일반슈퍼,광주광역시,M202409,55336153,121.5,2204.03,53.5,90,1318.8,994.59,1093.4,1374.69,578340,10491164,254660,428400,6277488,4734248,5204584,6543515
찹쌀,대형마트,광주광역시,M202409,45075920,121.5,2204.03,53.5,90,1318.8,994.59,1093.4,1374.69,578340,10491164,254660,428400,6277488,4734248,5204584,6543515
찹쌀,체인슈퍼,광주광역시,M202409,5954251,121.5,2204.03,53.5,90,1318.8,994.59,1093.4,1374.69,578340,10491164,254660,428400,6277488,4734248,5204584,6543515
찹쌀,식자재마트,광주광역시,M202409,38576303,121.5,2204.03,53.5,90,1318.8,994.59,1093.4,1374.69,578340,10491164,254660,428400,6277488,4734248,5204584,6543515
찹쌀,식자재마트,충청남도,M202409,82603108,,616.7,,,2,,849,221,,3885210,,,12600,,5348700,1392300
찹쌀,체인슈퍼,충청남도,M202409,12503558,,616.7,,,2,,849,221,,3885210,,,12600,,5348700,1392300
찹쌀,대형마트,충청남도,M202409,82591347,,616.7,,,2,,849,221,,3885210,,,12600,,5348700,1392300
찹쌀,일반슈퍼,충청남도,M202409,152662836,,616.7,,,2,,849,221,,3885210,,,12600,,5348700,1392300
찹쌀,식자재마트,충청북도,M202409,43435952,65.56,2246.72,196.7,172.66,855.85,358.2,314.83,1696.3,413028,14154336,1239210,1087758,5391855,2256660,1983429,10686690
찹쌀,체인슈퍼,충청북도,M202409,9480784,65.56,2246.72,196.7,172.66,855.85,358.2,314.83,1696.3,413028,14154336,1239210,1087758,5391855,2256660,1983429,10686690
찹쌀,대형마트,충청북도,M202409,72807762,65.56,2246.72,196.7,172.66,855.85,358.2,314.83,1696.3,413028,14154336,1239210,1087758,5391855,2256660,1983429,10686690
찹쌀,일반슈퍼,충청북도,M202409,89442619,65.56,2246.72,196.7,172.66,855.85,358.2,314.83,1696.3,413028,14154336,1239210,1087758,5391855,2256660,1983429,10686690
찹쌀,체인슈퍼,강원특별자치도,M202410,10814171,68.45,1520.18,,,417.58,186.28,1409.3,519.81,336911,7482326,,,2055329,916870,6936575,2558485
찹쌀,식자재마트,강원특별자치도,M202410,24520799,68.45,1520.18,,,417.58,186.28,1409.3,519.81,336911,7482326,,,2055329,916870,6936575,2558485
찹쌀,일반슈퍼,강원특별자치도,M202410,86646602,68.45,1520.18,,,417.58,186.28,1409.3,519.81,336911,7482326,,,2055329,916870,6936575,2558485
찹쌀,대형마트,강원특별자치도,M202410,111236724,68.45,1520.18,,,417.58,186.28,1409.3,519.81,336911,7482326,,,2055329,916870,6936575,2558485
찹쌀,체인슈퍼,서울특별시,M202410,82896920,121.5,10981.66,300.4,422.3,6957.18,2362.85,4433.93,7385.7,744917,67328557,1841752,2589121,42654471,14486633,27184425,45281727
찹쌀,대형마트,서울특별시,M202410,391053814,121.5,10981.66,300.4,422.3,6957.18,2362.85,4433.93,7385.7,744917,67328557,1841752,2589121,42654471,14486633,27184425,45281727
찹쌀,일반슈퍼,서울특별시,M202410,232776482,121.5,10981.66,300.4,422.3,6957.18,2362.85,4433.93,7385.7,744917,67328557,1841752,2589121,42654471,14486633,27184425,45281727
찹쌀,식자재마트,서울특별시,M202410,247826221,121.5,10981.66,300.4,422.3,6957.18,2362.85,4433.93,7385.7,744917,67328557,1841752,2589121,42654471,14486633,27184425,45281727
찹쌀,일반슈퍼,전라북도,M202410,67779014,62.76,2217.69,12.35,,1209.03,808.73,816.31,737.27,395388,13971447,77805,,7616864,5094968,5142753,4644801
찹쌀,식자재마트,전라북도,M202410,34697989,62.76,2217.69,12.35,,1209.03,808.73,816.31,737.27,395388,13971447,77805,,7616864,5094968,5142753,4644801
찹쌀,대형마트,전라북도,M202410,65539375,62.76,2217.69,12.35,,1209.03,808.73,816.31,737.27,395388,13971447,77805,,7616864,5094968,5142753,4644801
찹쌀,체인슈퍼,전라북도,M202410,4827710,62.76,2217.69,12.35,,1209.03,808.73,816.31,737.27,395388,13971447,77805,,7616864,5094968,5142753,4644801
찹쌀,일반슈퍼,경상남도,M202411,148584612,426.68,12332.91,743,1815.8,3646.95,845.3,1712.46,3464.46,2688084,77697333,4680900,11439565,22975785,5325390,10788498,21826098
찹쌀,체인슈퍼,경상남도,M202411,25870789,426.68,12332.91,743,1815.8,3646.95,845.3,1712.46,3464.46,2688084,77697333,4680900,11439565,22975785,5325390,10788498,21826098
찹쌀,식자재마트,경상남도,M202411,100702719,426.68,12332.91,743,1815.8,3646.95,845.3,1712.46,3464.46,2688084,77697333,4680900,11439565,22975785,5325390,10788498,21826098
찹쌀,대형마트,경상남도,M202411,202731386,426.68,12332.91,743,1815.8,3646.95,845.3,1712.46,3464.46,2688084,77697333,4680900,11439565,22975785,5325390,10788498,21826098
찹쌀,대형마트,경상북도,M202411,113719626,175.63,6332.86,752.59,604.85,1895.52,883.01,2142.4,3552.97,1176897,42436495,5043106,4053100,12701880,5917050,14356222,23808452
