카테고리,유통채널,광역시도,월코드,소매_매출액_원,KG_유치원,KG_초등학교,KG_중학교_녀,KG_중학교_남,KG_중학교_남녀공학,KG_고등학교_녀,KG_고등학교_남,KG_고등학교_남녀공학,원_유치원,원_초등학교,원_중학교_녀,원_중학교_남,원_중학교_남녀공학,원_고등학교_녀,원_고등학교_남,원_고등학교_남녀공학
찹쌀,일반슈퍼,울산광역시,M202402,31425465,412,4103.73,95,149,3376.57,211.5,532,2794.5,1958236,19505052,451535,708197,16048837,1005260,2528596,13282259
찹쌀,대형마트,울산광역시,M202402,95429337,412,4103.73,95,149,3376.57,211.5,532,2794.5,1958236,19505052,451535,708197,16048837,1005260,2528596,13282259
찹쌀,식자재마트,울산광역시,M202402,15881596,412,4103.73,95,149,3376.57,211.5,532,2794.5,1958236,19505052,451535,708197,16048837,1005260,2528596,13282259
찹쌀,대형마트,경상남도,M202403,247735910,388.8,6761.43,540.4,1022.48,3156.7,1181.85,1263.72,6791.14,2449440,42597009,3404520,6441624,19887210,7445655,7961436,42784182
찹쌀,일반슈퍼,경상남도,M202403,164866242,388.8,6761.43,540.4,1022.48,3156.7,1181.85,1263.72,6791.14,2449440,42597009,3404520,6441624,19887210,7445655,7961436,42784182
찹쌀,체인슈퍼,경상남도,M202403,25904063,388.8,6761.43,540.4,1022.48,3156.7,1181.85,1263.72,6791.14,2449440,42597009,3404520,6441624,19887210,7445655,7961436,42784182
찹쌀,식자재마트,경상남도,M202403,78562857,388.8,6761.43,540.4,1022.48,3156.7,1181.85,1263.72,6791.14,2449440,42597009,3404520,6441624,19887210,7445655,7961436,42784182
찹쌀,체인슈퍼,광주광역시,M202403,5817460,38.3,1775.33,58.8,145,1147.25,1053.07,975.55,2278.24,183380,8500280,281534,694260,5493033,5042099,4670933,10908213
찹쌀,식자재마트,광주광역시,M202403,33448899,38.3,1775.33,58.8,145,1147.25,1053.07,975.55,2278.24,183380,8500280,281534,694260,5493033,5042099,4670933,10908213
찹쌀,일반슈퍼,광주광역시,M202403,49805494,38.3,1775.33,58.8,145,1147.25,1053.07,975.55,2278.24,183380,8500280,281534,694260,5493033,5042099,4670933,10908213
찹쌀,대형마트,광주광역시,M202403,55876718,38.3,1775.33,58.8,145,1147.25,1053.07,975.55,2278.24,183380,8500280,281534,694260,5493033,5042099,4670933,10908213
찹쌀,체인슈퍼,전라남도,M202403,5823966,55.3,3096.88,126.6,21.8,933.1,280.74,635,1529.99,348390,19510344,797580,137340,5878530,1768662,4000500,9638962
찹쌀,식자재마트,전라남도,M202403,35188812,55.3,3096.88,126.6,21.8,933.1,280.74,635,1529.99,348390,19510344,797580,137340,5878530,1768662,4000500,9638962
찹쌀,일반슈퍼,전라남도,M202403,109308319,55.3,3096.88,126.6,21.8,933.1,280.74,635,1529.99,348390,19510344,797580,137340,5878530,1768662,4000500,9638962
찹쌀,대형마트,전라남도,M202403,62795016,55.3,3096.88,126.6,21.8,933.1,280.74,635,1529.99,348390,19510344,797580,137340,5878530,1768662,4000500,9638962
찹쌀,식자재마트,충청남도,M202403,74255309,,842.3,,,35,,,,,5306490,,,220500,,,
찹쌀,체인슈퍼,충청남도,M202403,13394330,,842.3,,,35,,,,,5306490,,,220500,,,
찹쌀,대형마트,충청남도,M202403,68456550,,842.3,,,35,,,,,5306490,,,220500,,,
찹쌀,일반슈퍼,충청남도,M202403,104743729,,842.3,,,35,,,,,5306490,,,220500,,,
찹쌀,일반슈퍼,강원특별자치도,M202404,73117517,23.5,602.42,,10,313.25,91,186,3231.88,116184,2978364,,49440,1548708,449904,919584,15978415
찹쌀,식자재마트,강원특별자치도,M202404,22545750,23.5,602.42,,10,313.25,91,186,3231.88,116184,2978364,,49440,1548708,449904,919584,15978415
찹쌀,체인슈퍼,강원특별자치도,M202404,18357355,23.5,602.42,,10,313.25,91,186,3231.88,116184,2978364,,49440,1548708,449904,919584,15978415
찹쌀,대형마트,강원특별자치도,M202404,103515323,23.5,602.42,,10,313.25,91,186,3231.88,116184,2978364,,49440,1548708,449904,919584,15978415
찹쌀,대형마트,대구광역시,M202404,114445877,854.9,27369.07,374.65,351,11199.01,1580.3,3225.4,6698.68,5110616,163612301,2239658,2098278,66947682,9447033,19281441,40044709
찹쌀,식자재마트,대구광역시,M202404,42702277,854.9,27369.07,374.65,351,11199.01,1580.3,3225.4,6698.68,5110616,163612301,2239658,2098278,66947682,9447033,19281441,40044709
찹쌀,일반슈퍼,대구광역시,M202404,54261735,854.9,27369.07,374.65,351,11199.01,1580.3,3225.4,6698.68,5110616,163612301,2239658,2098278,66947682,9447033,19281441,40044709
찹쌀,체인슈퍼,대구광역시,M202404,15596661,854.9,27369.07,374.65,351,11199.01,1580.3,3225.4,6698.68,5110616,163612301,2239658,2098278,66947682,9447033,19281441,40044709
찹쌀,체인슈퍼,울산광역시,M202404,1991733,380.14,3550.74,249,239,3841.85,135.9,244,3263.3,1879412,17554859,1231056,1181616,18994106,671890,1206336,16133755
찹쌀,일반슈퍼,울산광역시,M202404,26012887,380.14,3550.74,249,239,3841.85,135.9,244,3263.3,1879412,17554859,1231056,1181616,18994106,671890,1206336,16133755
찹쌀,식자재마트,울산광역시,M202404,12627332,380.14,3550.74,249,239,3841.85,135.9,244,3263.3,1879412,17554859,1231056,1181616,18994106,671890,1206336,16133755
찹쌀,대형마트,울산광역시,M202404,71687580,380.14,3550.74,249,239,3841.85,135.9,244,3263.3,1879412,17554859,1231056,1181616,18994106,671890,1206336,16133755
찹쌀,일반슈퍼,전라북도,M202404,56309202,32.2,1257.5,1,1,1455.85,668.98,234.85,374,202860,7922237,6300,6300,9171855,4214543,1479555,2356200
찹쌀,체인슈퍼,전라북도,M202404,6927054,32.2,1257.5,1,1,1455.85,668.98,234.85,374,202860,7922237,6300,6300,9171855,4214543,1479555,2356200
찹쌀,대형마트,전라북도,M202404,53816188,32.2,1257.5,1,1,1455.85,668.98,234.85,374,202860,7922237,6300,6300,9171855,4214543,1479555,2356200
찹쌀,식자재마트,전라북도,M202404,22930065,32.2,1257.5,1,1,1455.85,668.98,234.85,374,202860,7922237,6300,6300,9171855,4214543,1479555,2356200
찹쌀,식자재마트,제주특별자치도,M202404,11383501,,214.4,25.2,85,58.6,40,211,80.5,,1059994,124589,420240,289718,197760,1043184,397992
찹쌀,대형마트,제주특별자치도,M202404,34577884,,214.4,25.2,85,58.6,40,211,80.5,,1059994,124589,420240,289718,197760,1043184,397992
찹쌀,일반슈퍼,제주특별자치도,M202404,23068457,,214.4,25.2,85,58.6,40,211,80.5,,1059994,124589,420240,289718,197760,1043184,397992
찹쌀,대형마트,경기도,M202405,426850558,139.5,8875.61,969.82,302.6,14520.51,1572.64,1443.82,30401.23,916515,58312758,6371717,1988082,95399751,10332245,9485897,199736081
찹쌀,일반슈퍼,경기도,M202405,299069646,139.5,8875.61,969.82,302.6,14520.51,1572.64,1443.82,30401.23,916515,58312758,6371717,1988082,95399751,10332245,9485897,199736081
찹쌀,체인슈퍼,경기도,M202405,119782517,139.5,8875.61,969.82,302.6,14520.51,1572.64,1443.82,30401.23,916515,58312758,6371717,1988082,95399751,10332245,9485897,199736081
찹쌀,식자재마트,경기도,M202405,421753714,139.5,8875.61,969.82,302.6,14520.51,1572.64,1443.82,30401.23,916515,58312758,6371717,1988082,95399751,10332245,9485897,199736081
찹쌀,대형마트,부산광역시,M202405,167586031,25.5,16853.8,2281.69,2392.05,9536.81,3002.6,5097.2,9971.5,123981,81943176,11093577,11630147,46367970,14598641,24782586,48481433
찹쌀,체인슈퍼,부산광역시,M202405,98950749,25.5,16853.8,2281.69,2392.05,9536.81,3002.6,5097.2,9971.5,123981,81943176,11093577,11630147,46367970,14598641,24782586,48481433
찹쌀,일반슈퍼,부산광역시,M202405,206594681,25.5,16853.8,2281.69,2392.05,9536.81,3002.6,5097.2,9971.5,123981,81943176,11093577,11630147,46367970,14598641,24782586,48481433
찹쌀,식자재마트,부산광역시,M202405,70615132,25.5,16853.8,2281.69,2392.05,9536.81,3002.6,5097.2,9971.5,123981,81943176,11093577,11630147,46367970,14598641,24782586,48481433
찹쌀,대형마트,서울특별시,M202405,324860876,32.9,7959.1,254,928,6237.14,2482.95,3035.16,4553.37,197433,47762559,1524254,5568928,37429077,14900183,18213995,27324773
찹쌀,체인슈퍼,서울특별시,M202405,87926143,32.9,7959.1,254,928,6237.14,2482.95,3035.16,4553.37,197433,47762559,1524254,5568928,37429077,14900183,18213995,27324773
찹쌀,일반슈퍼,서울특별시,M202405,233657869,32.9,7959.1,254,928,6237.14,2482.95,3035.16,4553.37,197433,47762559,1524254,5568928,37429077,14900183,18213995,27324773
찹쌀,식자재마트,서울특별시,M202405,219461678,32.9,7959.1,254,928,6237.14,2482.95,3035.16,4553.37,197433,47762559,1524254,5568928,37429077,14900183,18213995,27324773
찹쌀,체인슈퍼,인천광역시,M202405,22573407,526.86,5459.81,18034.7,830.8,2033.67,777.9,2105.5,1500,3161687,32764320,108226235,4985631,12204054,4668178,12635106,9001500
찹쌀,대형마트,인천광역시,M202405,73866791,526.86,5459.81,18034.7,830.8,2033.67,777.9,2105.5,1500,3161687,32764320,108226235,4985631,12204054,4668178,12635106,9001500
찹쌀,일반슈퍼,인천광역시,M202405,62721855,526.86,5459.81,18034.7,830.8,2033.67,777.9,2105.5,1500,3161687,32764320,108226235,4985631,12204054,4668178,12635106,9001500
찹쌀,식자재마트,인천광역시,M202405,74794700,526.86,5459.81,18034.7,830.8,2033.67,777.9,2105.5,1500,3161687,32764320,108226235,4985631,12204054,4668178,12635106,9001500
찹쌀,일반슈퍼,충청북도,M202405,62840123,76,2458.76,43.9,87,1360.21,275.53,256.7,1656.4,478800,15490188,276570,548100,8569323,1735839,1617210,10435320
찹쌀,식자재마트,충청북도,M202405,29515365,76,2458.76,43.9,87,1360.21,275.53,256.7,1656.4,478800,15490188,276570,548100,8569323,1735839,1617210,10435320
찹쌀,체인슈퍼,충청북도,M202405,7416477,76,2458.76,43.9,87,1360.21,275.53,256.7,1656.4,478800,15490188,276570,548100,8569323,1735839,1617210,10435320
찹쌀,대형마트,충청북도,M202405,43729300,76,2458.76,43.9,87,1360.21,275.53,256.7,1656.4,478800,15490188,276570,548100,8569323,1735839,1617210,10435320
찹쌀,식자재마트,경상남도,M202406,117720582,351.2,7684.21,371.9,1671.42,3461.33,1349.9,1288.9,3785.86,2212560,48410523,2342970,10529946,21806354,8504370,8120070,23850918
찹쌀,체인슈퍼,경상남도,M202406,20864300,351.2,7684.21,371.9,1671.42,3461.33,1349.9,1288.9,3785.86,2212560,48410523,2342970,10529946,21806354,8504370,8120070,23850918
찹쌀,일반슈퍼,경상남도,M202406,270704337,351.2,7684.21,371.9,1671.42,3461.33,1349.9,1288.9,3785.86,2212560,48410523,2342970,10529946,21806354,8504370,8120070,23850918
찹쌀,대형마트,경상남도,M202406,198048308,351.2,7684.21,371.9,1671.42,3461.33,1349.9,1288.9,3785.86,2212560,48410523,2342970,10529946,21806354,8504370,8120070,23850918
찹쌀,일반슈퍼,광주광역시,M202406,61793982,127.5,2929.22,300.5,87,1625.9,644.6,972.2,1947.01,629595,14464488,1483869,429606,8028719,3183035,4800724,9614335
찹쌀,대형마트,광주광역시,M202406,36947597,127.5,2929.22,300.5,87,1625.9,644.6,972.2,1947.01,629595,14464488,1483869,429606,8028719,3183035,4800724,9614335
찹쌀,체인슈퍼,광주광역시,M202406,5647507,127.5,2929.22,300.5,87,1625.9,644.6,972.2,1947.01,629595,14464488,1483869,429606,8028719,3183035,4800724,9614335
찹쌀,식자재마트,광주광역시,M202406,31792516,127.5,2929.22,300.5,87,1625.9,644.6,972.2,1947.01,629595,14464488,1483869,429606,8028719,3183035,4800724,9614335
찹쌀,대형마트,전라남도,M202406,43271448,110,3319.97,122.6,2,1121.21,1038.82,961.7,2534.59,693000,20915836,772380,12600,7063642,6544566,6058710,15967917
찹쌀,식자재마트,전라남도,M202406,55574638,110,3319.97,122.6,2,1121.21,1038.82,961.7,2534.59,693000,20915836,772380,12600,7063642,6544566,6058710,15967917
찹쌀,일반슈퍼,전라남도,M202406,104646960,110,3319.97,122.6,2,1121.21,1038.82,961.7,2534.59,693000,20915836,772380,12600,7063642,6544566,6058710,15967917
찹쌀,체인슈퍼,전라남도,M202406,4997383,110,3319.97,122.6,2,1121.21,1038.82,961.7,2534.59,693000,20915836,772380,12600,7063642,6544566,6058710,15967917
찹쌀,체인슈퍼,충청남도,M202406,9007462,,553.8,244.5,,42,629.25,613,,,3488940,1540350,,264600,3964275,3861900,
찹쌀,식자재마트,충청남도,M202406,90265144,,553.8,244.5,,42,629.25,613,,,3488940,1540350,,264600,3964275,3861900,
찹쌀,일반슈퍼,충청남도,M202406,128920451,,553.8,244.5,,42,629.25,613,,,3488940,1540350,,264600,3964275,3861900,
찹쌀,대형마트,충청남도,M202406,60228314,,553.8,244.5,,42,629.25,613,,,3488940,1540350,,264600,3964275,3861900,
찹쌀,일반슈퍼,경기도,M202407,361972254,,1107.06,,,1892.96,921.95,1096,5371.14,,7346450,,,12561683,6118060,7273056,35642885
찹쌀,식자재마트,경기도,M202407,540337954,,1107.06,,,1892.96,921.95,1096,5371.14,,7346450,,,12561683,6118060,7273056,35642885
찹쌀,체인슈퍼,경기도,M202407,199358118,,1107.06,,,1892.96,921.95,1096,5371.14,,7346450,,,12561683,6118060,7273056,35642885
찹쌀,대형마트,경기도,M202407,797656755,,1107.06,,,1892.96,921.95,1096,5371.14,,7346450,,,12561683,6118060,7273056,35642885
찹쌀,대형마트,부산광역시,M202407,268215362,96.5,514.5,,,1566.6,538,2026.47,3229.3,459919,2452107,,,7466416,2564108,9658156,15390844
찹쌀,체인슈퍼,부산광역시,M202407,88535626,96.5,514.5,,,1566.6,538,2026.47,3229.3,459919,2452107,,,7466416,2564108,9658156,15390844
찹쌀,식자재마트,부산광역시,M202407,79690258,96.5,514.5,,,1566.6,538,2026.47,3229.3,459919,2452107,,,7466416,2564108,9658156,15390844
찹쌀,일반슈퍼,부산광역시,M202407,225322016,96.5,514.5,,,1566.6,538,2026.47,3229.3,459919,2452107,,,7466416,2564108,9658156,15390844
찹쌀,체인슈퍼,서울특별시,M202407,144546308,13.05,562.2,158,87,1,468.51,254,485.41,78458,3380509,950054,523131,6013,2817139,1527302,2918770
찹쌀,대형마트,서울특별시,M202407,470258886,13.05,562.2,158,87,1,468.51,254,485.41,78458,3380509,950054,523131,6013,2817139,1527302,2918770
찹쌀,식자재마트,서울특별시,M202407,262010732,13.05,562.2,158,87,1,468.51,254,485.41,78458,3380509,950054,523131,6013,2817139,1527302,2918770
찹쌀,일반슈퍼,서울특별시,M202407,271455137,13.05,562.2,158,87,1,468.51,254,485.41,78458,3380509,950054,523131,6013,2817139,1527302,2918770
찹쌀,일반슈퍼,인천광역시,M202407,86773983,289,12625.41,1198.1,1114.61,6024.7,1791.33,2293.12,3206.16,1737757,75916578,7204175,6702150,36226521,10771267,13788531,19278640
찹쌀,식자재마트,인천광역시,M202407,82064215,289,12625.41,1198.1,1114.61,6024.7,1791.33,2293.12,3206.16,1737757,75916578,7204175,6702150,36226521,10771267,13788531,19278640
찹쌀,대형마트,인천광역시,M202407,167493733,289,12625.41,1198.1,1114.61,6024.7,1791.33,2293.12,3206.16,1737757,75916578,7204175,6702150,36226521,10771267,13788531,19278640
찹쌀,체인슈퍼,인천광역시,M202407,33233355,289,12625.41,1198.1,1114.61,6024.7,1791.33,2293.12,3206.16,1737757,75916578,7204175,6702150,36226521,10771267,13788531,19278640
찹쌀,편의점,인천광역시,M202407,402384,289,12625.41,1198.1,1114.61,6024.7,1791.33,2293.12,3206.16,1737757,75916578,7204175,6702150,36226521,10771267,13788531,19278640
찹쌀,체인슈퍼,충청북도,M202407,15651905,,231,,2.5,65.5,146.8,,414.99,,1455300,,15750,412650,924840,,2614437
찹쌀,일반슈퍼,충청북도,M202407,100844356,,231,,2.5,65.5,146.8,,414.99,,1455300,,15750,412650,924840,,2614437
찹쌀,대형마트,충청북도,M202407,109730145,,231,,2.5,65.5,146.8,,414.99,,1455300,,15750,412650,924840,,2614437
찹쌀,식자재마트,충청북도,M202407,44251001,,231,,2.5,65.5,146.8,,414.99,,1455300,,15750,412650,924840,,2614437
찹쌀,일반슈퍼,광주광역시,M202408,44831610,52.58,1521.79,124,73,975.76,760.8,595.15,1450.07,244918,7088516,577592,340034,4545090,3543806,2772209,6754426
찹쌀,대형마트,광주광역시,M202408,38407512,52.58,1521.79,124,73,975.76,760.8,595.15,1450.07,244918,7088516,577592,340034,4545090,3543806,2772209,6754426
찹쌀,체인슈퍼,광주광역시,M202408,6029183,52.58,1521.79,124,73,975.76,760.8,595.15,1450.07,244918,7088516,577592,340034,4545090,3543806,2772209,6754426
찹쌀,식자재마트,광주광역시,M202408,39042233,52.58,1521.79,124,73,975.76,760.8,595.15,1450.07,244918,7088516,577592,340034,4545090,3543806,2772209,6754426
찹쌀,식자재마트,대구광역시,M202408,50304932,688.03,26038.81,271.6,349,10817.4,1880.4,3645,6747.48,4112385,155633967,1623353,2085973,64655600,11239151,21786165,40329688
찹쌀,대형마트,대구광역시,M202408,128839279,688.03,26038.81,271.6,349,10817.4,1880.4,3645,6747.48,4112385,155633967,1623353,2085973,64655600,11239151,21786165,40329688
찹쌀,체인슈퍼,대구광역시,M202408,16730711,688.03,26038.81,271.6,349,10817.4,1880.4,3645,6747.48,4112385,155633967,1623353,2085973,64655600,11239151,21786165,40329688
찹쌀,일반슈퍼,대구광역시,M202408,49654761,688.03,26038.81,271.6,349,10817.4,1880.4,3645,6747.48,4112385,155633967,1623353,2085973,64655600,11239151,21786165,40329688
찹쌀,대형마트,울산광역시,M202408,85651294,409.5,2898.79,284,24.8,2924.15,77,440,2750.94,1907451,13502564,1322872,115518,13620691,358666,2049520,12813879
찹쌀,체인슈퍼,울산광역시,M202408,1882366,409.5,2898.79,284,24.8,2924.15,77,440,2750.94,1907451,13502564,1322872,115518,13620691,358666,2049520,12813879
찹쌀,식자재마트,울산광역시,M202408,19140927,409.5,2898.79,284,24.8,2924.15,77,440,2750.94,1907451,13502564,1322872,115518,13620691,358666,2049520,12813879
찹쌀,일반슈퍼,울산광역시,M202408,33719802,409.5,2898.79,284,24.8,2924.15,77,440,2750.94,1907451,13502564,1322872,115518,13620691,358666,2049520,12813879
찹쌀,체인슈퍼,전라남도,M202408,4461437,141,2740.28,44.5,4,951.67,994.32,695.2,3102.46,888300,17263764,280350,25200,5995521,6264216,4379760,19545498
찹쌀,식자재마트,전라남도,M202408,38269712,141,2740.28,44.5,4,951.67,994.32,695.2,3102.46,888300,17263764,280350,25200,5995521,6264216,4379760,19545498
찹쌀,대형마트,전라남도,M202408,55138790,141,2740.28,44.5,4,951.67,994.32,695.2,3102.46,888300,17263764,280350,25200,5995521,6264216,4379760,19545498
찹쌀,일반슈퍼,전라남도,M202408,91355876,141,2740.28,44.5,4,951.67,994.32,695.2,3102.46,888300,17263764,280350,25200,5995521,6264216,4379760,19545498
찹쌀,식자재마트,충청남도,M202408,51402135,,839.6,,,155,827,1780,,,5289480,,,976500,5210100,11214000,
찹쌀,일반슈퍼,충청남도,M202408,124208104,,839.6,,,155,827,1780,,,5289480,,,976500,5210100,11214000,
찹쌀,체인슈퍼,충청남도,M202408,12030515,,839.6,,,155,827,1780,,,5289480,,,976500,5210100,11214000,
찹쌀,대형마트,충청남도,M202408,74802628,,839.6,,,155,827,1780,,,5289480,,,976500,5210100,11214000,
찹쌀,체인슈퍼,전라북도,M202409,6629434,41.3,1440.95,,1,1389,1645.43,396.57,461.86,260190,9077985,,6300,8750700,10366228,2498391,2909718
찹쌀,일반슈퍼,전라북도,M202409,78450426,41.3,1440.95,,1,1389,1645.43,396.57,461.86,260190,9077985,,6300,8750700,10366228,2498391,2909718
찹쌀,식자재마트,전라북도,M202409,42916158,41.3,1440.95,,1,1389,1645.43,396.57,461.86,260190,9077985,,6300,8750700,10366228,2498391,2909718
찹쌀,대형마트,전라북도,M202409,72890412,41.3,1440.95,,1,1389,1645.43,396.57,461.86,260190,9077985,,6300,8750700,10366228,2498391,2909718
찹쌀,식자재마트,제주특별자치도,M202409,15844219,,382.5,75,80,4,44,205,179.49,,1820700,357000,380800,19040,209440,975800,854363
찹쌀,대형마트,제주특별자치도,M202409,35010682,,382.5,75,80,4,44,205,179.49,,1820700,357000,380800,19040,209440,975800,854363
찹쌀,일반슈퍼,제주특별자치도,M202409,19585568,,382.5,75,80,4,44,205,179.49,,1820700,357000,380800,19040,209440,975800,854363
찹쌀,식자재마트,광주광역시,M202410,44175794,62.5,2603.75,164,78.8,1262.8,713.64,718.6,1454.22,307625,12815658,807208,387854,6215502,3512536,3536949,7157661
찹쌀,대형마트,광주광역시,M202410,42879646,62.5,2603.75,164,78.8,1262.8,713.64,718.6,1454.22,307625,12815658,807208,387854,6215502,3512536,3536949,7157661
찹쌀,일반슈퍼,광주광역시,M202410,34365619,62.5,2603.75,164,78.8,1262.8,713.64,718.6,1454.22,307625,12815658,807208,387854,6215502,3512536,3536949,7157661
찹쌀,체인슈퍼,광주광역시,M202410,4478511,62.5,2603.75,164,78.8,1262.8,713.64,718.6,1454.22,307625,12815658,807208,387854,6215502,3512536,3536949,7157661
찹쌀,대형마트,전라남도,M202410,54813486,116.65,4855.7,73,16,2148.29,973.38,205.44,3727.95,734895,30590935,459900,100800,13534227,6132294,1294272,23486054
찹쌀,일반슈퍼,전라남도,M202410,90819300,116.65,4855.7,73,16,2148.29,973.38,205.44,3727.95,734895,30590935,459900,100800,13534227,6132294,1294272,23486054
찹쌀,식자재마트,전라남도,M202410,34375120,116.65,4855.7,73,16,2148.29,973.38,205.44,3727.95,734895,30590935,459900,100800,13534227,6132294,1294272,23486054
찹쌀,체인슈퍼,전라남도,M202410,4147168,116.65,4855.7,73,16,2148.29,973.38,205.44,3727.95,734895,30590935,459900,100800,13534227,6132294,1294272,23486054
찹쌀,일반슈퍼,충청남도,M202410,117394517,,658.72,,,98.2,557.25,,260,,4149936,,,618660,3510675,,1638000
찹쌀,체인슈퍼,충청남도,M202410,9292778,,658.72,,,98.2,557.25,,260,,4149936,,,618660,3510675,,1638000
찹쌀,대형마트,충청남도,M202410,64260549,,658.72,,,98.2,557.25,,260,,4149936,,,618660,3510675,,1638000
찹쌀,식자재마트,충청남도,M202410,71636505,,658.72,,,98.2,557.25,,260,,4149936,,,618660,3510675,,1638000
찹쌀,체인슈퍼,경기도,M202411,141614691,102,15793.18,721,77,21128.27,1744.92,1776.07,30594.41,683502,105830099,4831421,515977,141580537,11692709,11901445,205013141
찹쌀,대형마트,경기도,M202411,650501840,102,15793.18,721,77,21128.27,1744.92,1776.07,30594.41,683502,105830099,4831421,515977,141580537,11692709,11901445,205013141
찹쌀,식자재마트,경기도,M202411,638869460,102,15793.18,721,77,21128.27,1744.92,1776.07,30594.41,683502,105830099,4831421,515977,141580537,11692709,11901445,205013141
찹쌀,일반슈퍼,경기도,M202411,371939862,102,15793.18,721,77,21128.27,1744.92,1776.07,30594.41,683502,105830099,4831421,515977,141580537,11692709,11901445,205013141
찹쌀,식자재마트,부산광역시,M202411,89349818,90,27667.76,3867.18,3078.96,13939.64,2884.13,4145.11,13411.46,455310,139971173,19564064,15576459,70520639,14590814,20970137,67848596
찹쌀,일반슈퍼,부산광역시,M202411,286240910,90,27667.76,3867.18,3078.96,13939.64,2884.13,4145.11,13411.46,455310,139971173,19564064,15576459,70520639,14590814,20970137,67848596
찹쌀,체인슈퍼,부산광역시,M202411,60281910,90,27667.76,3867.18,3078.96,13939.64,2884.13,4145.11,13411.46,455310,139971173,19564064,15576459,70520639,14590814,20970137,67848596
찹쌀,대형마트,부산광역시,M202411,170731452,90,27667.76,3867.18,3078.96,13939.64,2884.13,4145.11,13411.46,455310,139971173,19564064,15576459,70520639,14590814,20970137,67848596
찹쌀,일반슈퍼,서울특별시,M202411,306313735,34.5,15097.54,589.5,560.55,7619.43,2881.35,2384.36,4285.79,212313,92910281,3627783,3449625,46889972,17731828,14673351,26374752
찹쌀,식자재마트,서울특별시,M202411,290284871,34.5,15097.54,589.5,560.55,7619.43,2881.35,2384.36,4285.79,212313,92910281,3627783,3449625,46889972,17731828,14673351,26374752
찹쌀,대형마트,서울특별시,M202411,448934755,34.5,15097.54,589.5,560.55,7619.43,2881.35,2384.36,4285.79,212313,92910281,3627783,3449625,46889972,17731828,14673351,26374752
찹쌀,체인슈퍼,서울특별시,M202411,100313916,34.5,15097.54,589.5,560.55,7619.43,2881.35,2384.36,4285.79,212313,92910281,3627783,3449625,46889972,17731828,14673351,26374752
찹쌀,체인슈퍼,인천광역시,M202411,25441415,398,12496.96,622.45,394.6,4918.7,1160.54,1415.44,2140.18,2449292,76906292,3830557,2428368,30269680,7141963,8710618,13170668
찹쌀,식자재마트,인천광역시,M202411,105757073,398,12496.96,622.45,394.6,4918.7,1160.54,1415.44,2140.18,2449292,76906292,3830557,2428368,30269680,7141963,8710618,13170668
찹쌀,일반슈퍼,인천광역시,M202411,92436412,398,12496.96,622.45,394.6,4918.7,1160.54,1415.44,2140.18,2449292,76906292,3830557,2428368,30269680,7141963,8710618,13170668
찹쌀,대형마트,인천광역시,M202411,80746459,398,12496.96,622.45,394.6,4918.7,1160.54,1415.44,2140.18,2449292,76906292,3830557,2428368,30269680,7141963,8710618,13170668
찹쌀,체인슈퍼,충청북도,M202411,8674206,154.1,3810.59,126.4,100.5,1181.79,296.3,396.84,1766.73,970830,24006717,796320,633150,7445277,1866690,2500092,11130399
찹쌀,일반슈퍼,충청북도,M202411,89903758,154.1,3810.59,126.4,100.5,1181.79,296.3,396.84,1766.73,970830,24006717,796320,633150,7445277,1866690,2500092,11130399
찹쌀,식자재마트,충청북도,M202411,52464049,154.1,3810.59,126.4,100.5,1181.79,296.3,396.84,1766.73,970830,24006717,796320,633150,7445277,1866690,2500092,11130399
찹쌀,대형마트,충청북도,M202411,64088154,154.1,3810.59,126.4,100.5,1181.79,296.3,396.84,1766.73,970830,24006717,796320,633150,7445277,1866690,2500092,11130399
찹쌀,식자재마트,경상남도,M202412,138468339,482.69,849.3,,,9,,8,254.1,3040947,5350590,,,56700,,50400,1600830
찹쌀,체인슈퍼,경상남도,M202412,47823808,482.69,849.3,,,9,,8,254.1,3040947,5350590,,,56700,,50400,1600830
찹쌀,일반슈퍼,경상남도,M202412,207813486,482.69,849.3,,,9,,8,254.1,3040947,5350590,,,56700,,50400,1600830
찹쌀,대형마트,경상남도,M202412,282144647,482.69,849.3,,,9,,8,254.1,3040947,5350590,,,56700,,50400,1600830
찹쌀,일반슈퍼,광주광역시,M202412,62375274,66.76,,,,3,2,225.6,284.3,353505,,,,15885,10590,1194552,1505369
찹쌀,대형마트,광주광역시,M202412,45339631,66.76,,,,3,2,225.6,284.3,353505,,,,15885,10590,1194552,1505369
찹쌀,체인슈퍼,광주광역시,M202412,8018848,66.76,,,,3,2,225.6,284.3,353505,,,,15885,10590,1194552,1505369
찹쌀,식자재마트,광주광역시,M202412,44753220,66.76,,,,3,2,225.6,284.3,353505,,,,15885,10590,1194552,1505369
찹쌀,대형마트,전라남도,M202412,69848431,320,672.54,4,,225.94,203.2,249.8,2456.24,2016000,4237002,25200,,1423422,1280160,1573740,15474299
찹쌀,체인슈퍼,전라남도,M202412,6563698,320,672.54,4,,225.94,203.2,249.8,2456.24,2016000,4237002,25200,,1423422,1280160,1573740,15474299
찹쌀,식자재마트,전라남도,M202412,59205631,320,672.54,4,,225.94,203.2,249.8,2456.24,2016000,4237002,25200,,1423422,1280160,1573740,15474299
찹쌀,일반슈퍼,전라남도,M202412,158113812,320,672.54,4,,225.94,203.2,249.8,2456.24,2016000,4237002,25200,,1423422,1280160,1573740,15474299
